ECG,EMG,HR,RESP,footGSR,handGSR,stress,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF
0.0667,1.1146,182,37.0894,11.25312,2.56452,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00641082,0.00641082,0,0,0,
0.007611111,1.7545,180.2,31.90659259,10.97198148,2.567574074,0.944444444,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0257412,0.0257412,0,0,0,
0.090462963,1.06587037,177.2,31.87866667,12.52862963,2.126777778,1,0.981481,0.534302,0.057249,0.026903,0.0192308,0.0588993,0.0588993,0,0,0,
0.040342105,0.450763158,176.6052632,42.685,5.663236842,7.074421053,0.789473684,0.973684,0.876919,0.0668906,0.0321667,0.0277778,0.0637271,0.0637271,0,0,0,
-0.011425532,-0.006148936,171.2765957,11.84476596,3.990574468,25.27819149,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.013368421,0.269763158,170.6315789,42.86326316,6.871078947,7.264289474,0.868421053,0.973684,0.876919,0.0668906,0.0321667,0.0277778,inf,inf,0,0,0,
0.408853659,-0.0012,169.4,-10.60858537,2.19404878,8.522487805,1,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00632966,0.00632966,0,0,0,
0.06432,-0.00794,168.84,11.36584,3.69256,22.3258,1,0.98,0.581,7.84E-09,0,0,,0,,,,
0.471666667,-0.0042,168.2,-7.402222222,1.24375,4.124805556,0.138888889,0.972222,0.912429,0.111731,0.0562547,0.0294118,0.153778,0.153778,0,0,0,
0.425736842,-0.0044,165,-7.220763158,1.336421053,4.390105263,0.131578947,0.973684,0.862081,0.0891673,0.0384144,0.0277778,0.1016,0.1016,0,0,0,
0.038315789,0.312368421,163.7105263,40.08931579,6.361973684,7.127684211,0.868421053,0.973684,0.876919,0.0668906,0.0321667,0.0277778,0.0617919,0.0617919,0,0,0,
0.014657895,0.288631579,163.5789474,40.93252632,6.346842105,6.929815789,0.868421053,0.973684,0.876919,0.0668906,0.0321667,0.0277778,0.0620371,0.0620371,0,0,0,
0.077136364,0.840386364,161.6,44.82381818,11.95915909,18.61254545,0.886363636,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00669182,0.00669182,0,0,0,
0.408243902,-0.006,159.2,-10.63060976,1.611146341,7.004804878,0.609756098,0.97561,0.756275,0.0431711,0.0218908,0.025641,0.0255695,0.0255695,0,0,0,
0.106191489,0.777957447,159,41.96629787,10.63317021,24.73580851,0.531914894,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.436488372,-0.01,155.8,-11.2685814,1.684837209,6.376581395,0.790697674,0.976744,0.731333,0.0152678,0.00499756,0,0.00171538,0.00171538,0,0,0,
0.45102439,-0.006,154.6,-10.29639024,1.664170732,5.146512195,0.12195122,0.97561,0.774675,0.051811,0.0262849,0.025641,0.0346985,0.0346985,0,0,0,
0.0694,0.8101,154.4,40.79408,12.38344,26.81452,1,0.98,0.592755,0.0250387,0.0092376,0.0208333,0.00617972,0.00617972,0,0,0,
0.4424,-0.0048,154.4,-10.67955,1.5526,5.044175,0.875,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0409548,0.0409548,0,0,0,
-0.073553191,-0.005744681,150.2978723,11.31242553,4.333893617,22.83019149,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.483682927,-0.0042,147.4,-11.1174878,1.666268293,5.076146341,0.731707317,0.97561,0.761875,0.0459778,0.0241709,0.025641,0.0277771,0.0277771,0,0,0,
-0.002076923,2.183307692,146.7948718,30.87912821,4.86125641,8.287564103,0.871794872,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0629839,0.0629839,0,0,0,
0.448525,-0.007,144.4,-11.456825,1.573725,5.030325,0.875,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0407051,0.0407051,0,0,0,
-0.00554,0.73794,142.6,41.0652,13.1426,27.85716,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00653802,0.00653802,0,0,0,
-0.06516,-0.00844,142.12,11.4282,5.48812,25.94972,1,0.98,0.581,7.84E-09,0,0,,0,,,,
0.020815789,0.586394737,141,39.04089474,6.196894737,7.462184211,0.868421053,0.973684,0.876919,0.0668906,0.0321667,0.0277778,0.0615512,0.0615512,0,0,0,
0.05798,1.49264,140.4,37.12148,14.00636,26.37838,1,0.98,0.588857,0.025,0.0131664,0.0416667,0.00962494,0.00962494,0,0,0,
-0.024553191,-0.005042553,139.4042553,11.35421277,4.164744681,21.42848936,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.041574468,3.074361702,139.1276596,37.18395745,13.3476383,24.24223404,1,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.02882,-0.00404,138.86,11.6978,3.20606,22.5019,1,0.98,0.582306,0.00914286,0.0130639,0.0416667,3.93E-05,0,1.83E-06,1.19E-05,2.56E-05,0.464669
0.382738095,-0.0052,137,-6.893761905,1.231261905,2.814595238,0,0.97619,0.741146,0.031814,0.0255514,0.075,0.0105939,0.0105939,0,0,0,
0.048414634,-0.0046,134.4878049,30.02931707,17.45160976,10.87478049,1,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0261101,0.0261101,0,0,0,
0.02222,0.83866,134,26.26124,11.77864,27.9734,0.92,0.98,0.574265,0.0355046,0.0131664,0.0416667,0.013164,0.013164,0,0,0,
0.182459459,,133.2693784,29.35902703,14.50340541,10.36709375,0,0.972973,0.933694,0.0329101,0.0245677,0.142857,0.0025516,0.0025516,0,0,0,
-0.021446809,-0.003510638,133.0425532,11.38029787,3.182234043,19.65142553,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.075851064,-0.006723404,132.4468085,11.95191489,4.482574468,27.12853191,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.63972,5.5576,132.29922,34.86356,6.93078,24.0388,0.8,0.98,0.607327,0.0789064,0.0372391,0.0208333,0.108453,0.108453,0,0,0,
0.135804878,0.822170732,132,43.44634146,7.492219512,18.28702439,0.12195122,0.97561,0.749875,0.0646419,0.0309047,0.025641,0.0589411,0.0589411,0,0,0,
0.46345,-0.0066,131.2,-11.50065,1.48305,5.619475,0.125,0.975,0.793692,0.0325141,0.0155733,0.0263158,0.0144339,0.0144339,0,0,0,
0.05492,1.16132,130.82,29.36684,5.80562,21.09316,0.62,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00642174,0.00642174,0,0,0,
0.163421053,0.276184211,130.3421053,41.69131579,5.689315789,10.01889474,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106354,0.106354,0,0,0,
0.180815789,,129.9202368,31.41684211,12.6965,7.199363636,0,0.973684,0.911784,0.0225279,0.0108333,0.0277778,0.00672748,0.00672748,0,0,0,
0.018595745,-0.00512766,129.7446809,12.08531915,2.81787234,19.35744681,0.042553191,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.061439024,,129.4869268,28.13487805,17.08573171,14.91347222,0.87804878,0.97561,0.782125,0.0217706,0.0104083,0.025641,0.00694531,0.00694531,0,0,0,
0.09172,0.7955,128.5,32.518,7.23466,20.38632,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0259088,0.0259088,0,0,0,
0.226978723,0.169574468,128.4468085,34.76348936,3.12293617,16.35776596,0.106382979,0.978723,0.638043,0.0201406,0.00954056,0.0222222,0.00638163,0.00638163,0,0,0,
0.001166667,0.260238095,127.6904762,29.82952381,3.677928571,5.302880952,0.047619048,0.97619,0.775756,0.133222,0.0769857,0.225,0.120622,0.120622,0,0,0,
0.031,2.244658537,127.3902439,24.50170732,7.390536585,12.41431707,1,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00695515,0.00695515,0,0,0,
0.058658537,2.08895122,126.7073171,29.20409756,14.65458537,15.19895122,0.87804878,0.97561,0.756275,0.0437751,0.0146068,0.0512821,0.0271596,0.0271596,0,0,0,
-0.011468085,-0.006659574,125.9148936,12.07302128,2.937085106,20.93151064,0.382978723,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.077368421,0.7925,125.7894737,43.47910526,3.306552632,5.933342105,0.131578947,0.973684,0.859486,0.1116,0.0536667,0.0277778,0.164181,0.164181,0,0,0,
0.028851852,1.862740741,124.7592593,37.40733333,13.67762963,23.12768519,1,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0261049,0.0261049,0,0,0,
0.408707317,-0.0014,124.6,-6.928146341,1.226902439,3.34795122,0,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0259617,0.0259617,0,0,0,
0.06376,0.78134,122.84,30.781,11.21092,23.236,1,0.98,0.592837,0.0364562,0.0208497,0.0416667,0.0217673,0.0217673,0,0,0,
0.524461538,6.325358974,122.7179487,38.22841026,3.037897436,5.439974359,0,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0251342,0.0251342,0,0,0,
0.07256,1.1759,122.6,33.46116,11.3839,1.83208,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00641494,0.00641494,0,0,0,
0.015553191,-0.004404255,122.5957447,11.68259574,3.685510638,25.49085106,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.026340426,-0.005042553,122.5531915,11.46293617,3.887085106,21.45312766,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
-0.013204545,-0.005818182,121.8409091,12.06895455,3.052113636,19.12745455,0.931818182,0.977273,0.699419,0.0242803,0.0100297,0.0238095,0.000592118,0,0.000235289,0.000261108,9.57E-05,2.72781
-0.011425532,-0.00606383,121.7446809,11.5153617,3.59006383,20.39393617,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.021829787,-0.005234043,121.7021277,12.10855319,2.442808511,17.78982979,0,0.978723,0.645,2.24E-08,0,0,,0,,,,
-0.03125,-0.005590909,121.6136364,11.58959091,3.526954545,23.54472727,1,0.977273,0.684302,0.0321563,0.0100297,0.0238095,0.00108665,0,0.000862071,0.000155805,6.88E-05,2.2654
0.025021277,-0.005021277,121.5319149,12.03910638,3.671021277,24.09119149,1,0.978723,0.642217,0.0131958,0.0165247,0.0666667,7.33E-05,0,1.86E-05,3.02E-05,2.45E-05,1.23423
0.08164,1.3091,121.48,32.96104,6.86018,23.3956,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00649858,0.00649858,0,0,0,
0.08062963,1.0335,121.3703704,34.51492593,12.57892593,31.2198,1,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0259456,0.0259456,0,0,0,
0.050148936,5.399595745,121.106383,31.55697872,12.70291489,23.96904255,1,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.08587037,1.293981481,120.8,32.91825926,13.6352963,1.775296296,0.907407407,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0260902,0.0260902,0,0,0,
0.07162963,1.255407407,120.7222222,32.34962963,13.80387037,19.3828,0.907407407,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0261297,0.0261297,0,0,0,
0.04,1.622276596,120.6808511,39.65693617,13.90478723,24.08265957,1,0.978723,0.642217,0.0131958,0.0134924,0.0444444,0.000204119,0.000204119,0,0,0,
0.15024,0.55448,120.68,36.747,13.18778,19.76,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00656541,0.00656541,0,0,0,
0.187833333,,120.6380556,29.31311111,13.80297222,9.831548387,0,0.972222,0.951286,0.0288236,0.0157648,0.0588235,0.0057304,0.0057304,0,0,0,
0.191921053,0.279631579,120.6315789,45.34294737,5.2845,9.505263158,0.894736842,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106424,0.106424,0,0,0,
0.05,1.02008,120.42,32.80744,11.65766,17.6912,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00650624,0.00650624,0,0,0,
0.039703704,2.262537037,120.2962963,38.85903704,13.22072222,22.77266667,1,0.981481,0.55134,0.0545305,0.0219098,0.0576923,0.0267469,0.0267469,0,0,0,
-0.028045455,-0.004272727,120.2272727,11.34013636,2.943090909,19.12252273,0.431818182,0.977273,0.694884,0.0277851,0.017372,0.0714286,0.000724442,0,0.000205531,0.000441129,7.78E-05,5.67137
0.01884,3.776288889,119.99928,32.46212,7.17034,22.46755556,0.9,0.98,0.607327,0.0789064,0.0372391,0.0208333,0.105909,0.105909,0,0,0,
-0.0045,-0.00473913,119.5869565,11.29521739,3.038086957,19.27752174,0.826086957,0.978261,0.655111,0.0238244,0.013858,0.0454545,0.000574142,0,0.00020489,0.000319456,4.98E-05,6.41529
0.627314286,0.236914286,119.4857143,44.78314286,6.320371429,9.586314286,1,0.971429,0.965676,0.16213,0.078509,0.030303,0.324652,0.324652,0,0,0,
0.09002,0.3545,119.46,32.93908,8.05364,21.38718,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00645983,0.00645983,0,0,0,
0.0779,1.74476,119.36,30.38416,5.05278,22.3022,0,0.98,0.594163,0.0394532,0.0186195,0.0208333,inf,inf,0,0,0,
0.466625,-0.0044,119,-7.87795,1.424875,4.462875,0.125,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0406334,0.0406334,0,0,0,
-0.35228,1.09248,118.94,34.94196,11.36142,21.9124,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.0063937,0.0063937,0,0,0,
0.07434,1.76742,118.92,28.77888,5.81606,22.66618,0.9,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0262009,0.0262009,0,0,0,
0.09542,1.5429,118.88,31.40292,7.12724,21.66028,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.0064873,0.0064873,0,0,0,
0.0899,2.59938,118.78,30.78036,6.09162,22.61446,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00639876,0.00639876,0,0,0,
0.004510638,-0.005574468,118.3617021,12.01885106,2.594319149,18.92814894,0,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.08042,0.84798,118.16,41.85984,12.81264,21.6108,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00641909,0.00641909,0,0,0,
0.08712,2.12224,117.92,31.13692,11.31432,17.78132,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0263535,0.0263535,0,0,0,
0.085564103,1.214384615,117.8461538,30.47574359,4.774179487,7.875179487,0.871794872,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0598037,0.0598037,0,0,0,
0.05636,0.73638,117.8,41.48932,17.08384,19.9036,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00653515,0.00653515,0,0,0,
0.10855102,3.683068182,117.7748163,30.79036735,6.296530612,19.08936364,0,0.979592,0.627875,0.0982735,0.0387738,0.0425532,0.154037,0.154037,0,0,0,
-0.186435897,5.237410256,117.7692308,35.82835897,2.168846154,4.437794872,0,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0272117,0.0272117,0,0,0,
-0.010217391,-0.004,117.7608696,11.83713043,3.110847826,23.93826087,0.630434783,0.978261,0.653667,0.0223454,0.00979912,0.0227273,0.000452421,0,0.000176616,0.000217291,5.85E-05,3.71354
0.151342105,0.249289474,117.6315789,45.71626316,6.068973684,11.81142105,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106189,0.106189,0,0,0,
0.1997,5.815377778,117.33928,30.2302,7.76748,22.65873333,0.9,0.98,0.607327,0.0789064,0.0372391,0.0208333,0.104609,0.104609,0,0,0,
0.111390244,0.829195122,117.2,43.5957561,7.177609756,16.79636585,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0263395,0.0263395,0,0,0,
0.188676471,1.366647059,117.0294118,41.27111765,2.4565,5.916705882,0,0.970588,1.02852,0.164578,0.0799031,0.03125,0.327967,0.327967,0,0,0,
0.026510638,-0.005851064,117,11.45378723,3.465617021,20.68438298,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.04094,2.6464,116.74,31.31844,6.23088,23.5555,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,inf,inf,0,0,0,
0.207368421,,116.7360526,29.22284211,13.18934211,15.46406061,0,0.973684,0.913622,0.0357999,0.0185719,0.0833333,0.00606542,0.00606542,0,0,0,
0.04322,5.1464,116.66,30.34832,10.49318,17.71724,1,0.98,0.581,7.84E-09,0,0,,,0,0,0,
0.08536,1.24468,116.66,32.58488,7.11496,19.88162,0.92,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00651995,0.00651995,0,0,0,
0.067814815,0.65537037,116.6481481,36.55303704,12.58438889,21.46381481,1,0.981481,0.534302,0.057249,0.026903,0.0192308,0.0585172,0.0585172,0,0,0,
0.06242,1.07706,116.64,32.10064,7.44008,22.29176,1,0.98,0.581,7.84E-09,0,0,,,0,0,0,
0.08416,0.26414,116.36,31.4416,6.0072,19.36516,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00643609,0.00643609,0,0,0,
0.093723404,-0.002085106,116.3404255,11.74970213,2.950787234,27.2792766,0.510638298,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.083722222,1.244537037,116.0925926,34.51974074,12.18083333,20.1496,1,0.981481,0.534302,0.057249,0.026903,0.0192308,0.0585434,0.0585434,0,0,0,
0.08114,0.88384,116,43.57164,12.36992,26.13484,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00637998,0.00637998,0,0,0,
0.072702128,-0.005723404,115.9361702,11.40885106,3.717595745,19.66548936,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.07994,0.60464,115.92,32.03116,7.57998,20.6987,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0261434,0.0261434,0,0,0,
0.121384615,-0.0098,115.8205128,30.62302564,18.06605128,11.23687179,0.769230769,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.026038,0.026038,0,0,0,
0.0522,0.57672,115.68,29.81232,11.64226,19.2902,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,inf,inf,0,0,0,
0.14018,1.9892,115.6,30.52028,7.62356,23.45636,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,inf,inf,0,0,0,
0.440425,-0.0076,115.6,-7.962375,1.4154,4.37385,0.125,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.040698,0.040698,0,0,0,
-0.010391304,-0.005347826,115.5217391,11.85169565,2.67926087,21.53743478,0,0.978261,0.669556,0.0318702,0.00979912,0.0227273,0.00106145,0,0.000764418,0.000237531,5.95E-05,3.99229
0.0544,1.14868,115.52,31.5318,7.53022,22.6166,1,0.98,0.581,7.84E-09,0,0,,,0,0,0,
0.017574468,-0.005212766,115.5106383,11.81131915,4.180148936,20.73868085,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.052268293,-0.0004,115.4634146,28.60609756,22.58246341,15.20480488,1,0.97561,0.751475,0.0610468,0.023059,0.0512821,0.0550989,0.0550989,0,0,0,
0.08266,1.94584,115.46,33.24796,5.5128,23.89546,0.34,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0261544,0.0261544,0,0,0,
-0.028574468,-0.004808511,115.4468085,11.45906383,3.158361702,19.0223617,0.978723404,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.08512,0.7291,115.34,29.6176,12.03158,21.491,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00650648,0.00650648,0,0,0,
0.04484,0.5949,115.26,30.09352,10.9911,21.422,0.8,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.0063074,0.0063074,0,0,0,
0.16898,1.074133333,115.21936,31.0402,12.09894,,0.9,0.98,0.613857,0.0984801,0.0464767,0.0208333,0.166115,0.166115,0,0,0,
0.364634146,-0.0058,115.2,-10.94543902,2.567097561,8.049219512,1,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260032,0.0260032,0,0,0,
0.085571429,0.827904762,115.2,43.73733333,6.993904762,16.65240476,0.119047619,0.97619,0.739537,0.0644632,0.0366173,0.125,0.0516516,0.0516516,0,0,0,
0.09266,9.4917,115.12,34.898,6.6427,27.38462,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00650531,0.00650531,0,0,0,
0.026097561,0.820658537,115,43.01282927,7.281707317,21.5524,0.12195122,0.97561,0.749875,0.0646419,0.0309047,0.025641,0.0586644,0.0586644,0,0,0,
0.09295122,0.818926829,115,43.42897561,7.084536585,16.97670732,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0267042,0.0267042,0,0,0,
0.043210526,0.337394737,114.9210526,43.59757895,6.739026316,7.314447368,0.868421053,0.973684,0.876919,0.0668906,0.0321667,0.0277778,inf,inf,0,0,0,
0.08634,2.32642,114.92,29.60484,8.18484,23.52388,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00655901,0.00655901,0,0,0,
0.05746,2.05156,114.9,34.96848,9.3318,21.90196,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00644362,0.00644362,0,0,0,
0.026361702,5.983085106,114.893617,34.68348936,13.452,26.02561702,1,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.002978723,-0.006,114.6170213,11.23612766,4.060553191,20.9067234,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.08487037,1.050555556,114.4444444,31.34451852,12.47518519,22.5846,1,0.981481,0.534302,0.057249,0.026903,0.0192308,0.0596976,0.0596976,0,0,0,
0.33797561,-0.008,114.4,-11.22207317,2.667341463,8.870926829,0.87804878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0263876,0.0263876,0,0,0,
0.02674,0.83564,114.36,36.0722,12.9094,23.752,0.9,0.98,0.580898,0.0294408,0.0208497,0.0416667,0.00905046,0.00905046,0,0,0,
0.024203704,0.559944444,114.3333333,36.53218519,13.08155556,21.62951852,1,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0260015,0.0260015,0,0,0,
0.100764706,1.29345098,114.0980392,39.52196078,11.5677451,22.2712,1,0.980392,0.5537,0.032407,0.00928571,0.0204082,0.00819521,0.00819521,0,0,0,
0.08492,0.47668,114.08,31.63512,6.9442,20.25216,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00642886,0.00642886,0,0,0,
0.151018519,1.226611111,114.037037,34.16322222,10.97709259,22.7634,0.907407407,0.981481,0.533075,0.0403475,0.0200317,0.0384615,0.024214,0.024214,0,0,0,
0.009093023,1.946697674,113.9767442,30.06395349,10.21306977,11.72765116,1,0.976744,0.722071,0.0408008,0.0224896,0.0487805,0.0159108,0.0159108,0,0,0,
0.107,0.829902439,113.8,43.17814634,7.215414634,17.01036585,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0265467,0.0265467,0,0,0,
0.10426,3.100333333,113.75926,33.96972,6.01608,21.43115556,0.9,0.98,0.613857,0.0984801,0.0464767,0.0208333,0.162047,0.162047,0,0,0,
0.016652174,-0.005717391,113.7391304,11.58882609,4.174913043,22.13680435,1,0.978261,0.655111,0.0238244,0.0195982,0.0909091,0.000521142,0,0.000153929,0.000211,0.000156213,1.35072
0.02666,0.76458,113.7,35.28528,11.04552,18.943,0.88,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00642708,0.00642708,0,0,0,
-0.05712,0.9599,113.66,36.93272,16.02522,20.2002,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.0064273,0.0064273,0,0,0,
0.04702,1.13948,113.56,36.70528,20.88954,22.0066,1,0.98,0.588857,0.025,0.0131664,0.0416667,0.00934388,0.00934388,0,0,0,
0.04528,1.08168,113.56,30.85688,11.74868,22.4496,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0255813,0.0255813,0,0,0,
0.06472,0.5973,113.52,29.6352,11.2542,20.3708,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00648293,0.00648293,0,0,0,
0.00262,5.585711111,113.51936,33.99468,7.54564,22.93633333,0.9,0.98,0.607327,0.0789064,0.0372391,0.0208333,0.105537,0.105537,0,0,0,
0.05528,1.1365,113.46,30.00068,6.11336,21.3659,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0260044,0.0260044,0,0,0,
0.001234043,-0.00312766,113.4468085,11.84404255,3.54287234,27.65285106,0.872340426,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.088736842,0.244394737,113.3947368,42.42621053,6.483157895,10.78721053,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.105899,0.105899,0,0,0,
0.083759259,1.029444444,113,35.01511111,12.43487037,2.646574074,1,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0257983,0.0257983,0,0,0,
0.391119048,-0.0014,113,-5.798047619,1.197666667,2.878214286,0,0.97619,0.741878,0.0394982,0.0227689,0.025,0.0193214,0.0193214,0,0,0,
0.06092,1.199,112.98,38.74388,10.9214,24.6696,0.82,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00642326,0.00642326,0,0,0,
0.06584,1.75024,112.96,33.13916,8.16794,21.87788,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0262303,0.0262303,0,0,0,
0.19166,1.00804,112.86,40.41876,21.41146,20.885,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00652569,0.00652569,0,0,0,
0.0603,0.66314,112.8,30.7788,12.5018,22.0774,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00649156,0.00649156,0,0,0,
-0.013185185,1.873481481,112.6851852,31.32955556,11.09118519,27.5318,0.962962963,0.981481,0.52817,0.0380676,0.0178891,0.0192308,0.0260882,0.0260882,0,0,0,
0.39202439,-0.0066,112.6,-10.79419512,1.93197561,5.785658537,0.87804878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260391,0.0260391,0,0,0,
